"","ENSEMBL","SYMBOL"
"ENSMUSG00000040746","ENSMUSG00000040746","Rnf167"
"ENSMUSG00000018293","ENSMUSG00000018293","Pfn1"
"ENSMUSG00000087523","ENSMUSG00000087523","Gm12319"
"ENSMUSG00000060600","ENSMUSG00000060600","Eno3"
"ENSMUSG00000018287","ENSMUSG00000018287","Spag7"
"ENSMUSG00000040712","ENSMUSG00000040712","Camta2"
"ENSMUSG00000057054","ENSMUSG00000057054","Inca1"
"ENSMUSG00000020821","ENSMUSG00000020821","Kif1c"
"ENSMUSG00000085502","ENSMUSG00000085502","Gm12320"
"ENSMUSG00000043602","ENSMUSG00000043602","Zfp3"
"ENSMUSG00000057135","ENSMUSG00000057135","Scimp"
"ENSMUSG00000020817","ENSMUSG00000020817","Rabep1"
"ENSMUSG00000040667","ENSMUSG00000040667","Nup88"
"ENSMUSG00000018449","ENSMUSG00000018449","Rpain"
"ENSMUSG00000018446","ENSMUSG00000018446","C1qbp"
"ENSMUSG00000040620","ENSMUSG00000040620","Dhx33"
"ENSMUSG00000018442","ENSMUSG00000018442","Derl2"
"ENSMUSG00000040599","ENSMUSG00000040599","Mis12"
"ENSMUSG00000018451","ENSMUSG00000018451","6330403K07Rik"
"ENSMUSG00000069830","ENSMUSG00000069830","Nlrp1a"
"ENSMUSG00000070390","ENSMUSG00000070390","Nlrp1b"
"ENSMUSG00000085230","ENSMUSG00000085230","Gm16013"
"ENSMUSG00000072753","ENSMUSG00000072753","9230020A06Rik"
"ENSMUSG00000111450","ENSMUSG00000111450","AL663086.1"
"ENSMUSG00000087116","ENSMUSG00000087116","Gm12324"
"ENSMUSG00000085659","ENSMUSG00000085659","Gm12325"
"ENSMUSG00000085251","ENSMUSG00000085251","Gm12326"
"ENSMUSG00000020811","ENSMUSG00000020811","Wscd1"
"ENSMUSG00000085528","ENSMUSG00000085528","4930401O10Rik"
"ENSMUSG00000040554","ENSMUSG00000040554","Aipl1"
"ENSMUSG00000020808","ENSMUSG00000020808","Fam64a"
"ENSMUSG00000040543","ENSMUSG00000040543","Pitpnm3"
"ENSMUSG00000020807","ENSMUSG00000020807","4933427D14Rik"
"ENSMUSG00000107877","ENSMUSG00000107877","Gm43951"
"ENSMUSG00000020803","ENSMUSG00000020803","Txndc17"
"ENSMUSG00000020801","ENSMUSG00000020801","Med31"
"ENSMUSG00000020805","ENSMUSG00000020805","Slc13a5"
"ENSMUSG00000040483","ENSMUSG00000040483","Xaf1"
"ENSMUSG00000070388","ENSMUSG00000070388","Fbxo39"
"ENSMUSG00000020799","ENSMUSG00000020799","Tekt1"
"ENSMUSG00000045667","ENSMUSG00000045667","Smtnl2"
"ENSMUSG00000040471","ENSMUSG00000040471","Ggt6"
"ENSMUSG00000040463","ENSMUSG00000040463","Mybbp1a"
"ENSMUSG00000040447","ENSMUSG00000040447","Spns2"
"ENSMUSG00000020798","ENSMUSG00000020798","Spns3"
"ENSMUSG00000020794","ENSMUSG00000020794","Ube2g1"
"ENSMUSG00000020790","ENSMUSG00000020790","Ankfy1"
"ENSMUSG00000057778","ENSMUSG00000057778","Cyb5d2"
"ENSMUSG00000055670","ENSMUSG00000055670","Zzef1"
"ENSMUSG00000020788","ENSMUSG00000020788","Atp2a3"
"ENSMUSG00000020787","ENSMUSG00000020787","P2rx1"
"ENSMUSG00000086943","ENSMUSG00000086943","4732414G09Rik"
"ENSMUSG00000020785","ENSMUSG00000020785","Camkk1"
"ENSMUSG00000020783","ENSMUSG00000020783","Ncbp3"
"ENSMUSG00000005947","ENSMUSG00000005947","Itgae"
"ENSMUSG00000050107","ENSMUSG00000050107","Gsg2"
"ENSMUSG00000005950","ENSMUSG00000005950","P2rx5"
"ENSMUSG00000047260","ENSMUSG00000047260","Emc6"
"ENSMUSG00000040158","ENSMUSG00000040158","Tax1bp3"
"ENSMUSG00000005949","ENSMUSG00000005949","Ctns"
"ENSMUSG00000005951","ENSMUSG00000005951","Shpk"
"ENSMUSG00000005952","ENSMUSG00000005952","Trpv1"
"ENSMUSG00000043029","ENSMUSG00000043029","Trpv3"
"ENSMUSG00000020774","ENSMUSG00000020774","Aspa"
"ENSMUSG00000069825","ENSMUSG00000069825","Spata22"
"ENSMUSG00000112920","ENSMUSG00000112920","Spata22"
"ENSMUSG00000062128","ENSMUSG00000062128","Olfr20"
"ENSMUSG00000063881","ENSMUSG00000063881","Olfr376"
"ENSMUSG00000069823","ENSMUSG00000069823","Olfr1"
"ENSMUSG00000055971","ENSMUSG00000055971","Olfr378"
"ENSMUSG00000072709","ENSMUSG00000072709","Olfr380"
"ENSMUSG00000072708","ENSMUSG00000072708","Olfr381"
"ENSMUSG00000095312","ENSMUSG00000095312","Olfr382"
"ENSMUSG00000095095","ENSMUSG00000095095","Olfr385"
"ENSMUSG00000060335","ENSMUSG00000060335","Olfr384"
"ENSMUSG00000060630","ENSMUSG00000060630","Zfp735"
"ENSMUSG00000070383","ENSMUSG00000070383","Olfr389"
"ENSMUSG00000069818","ENSMUSG00000069818","Olfr390"
"ENSMUSG00000070382","ENSMUSG00000070382","Olfr391-ps"
"ENSMUSG00000061984","ENSMUSG00000061984","Olfr392"
"ENSMUSG00000094488","ENSMUSG00000094488","Olfr393"
"ENSMUSG00000056921","ENSMUSG00000056921","Olfr394"
"ENSMUSG00000062186","ENSMUSG00000062186","Olfr395"
"ENSMUSG00000069816","ENSMUSG00000069816","Olfr23"
"ENSMUSG00000057050","ENSMUSG00000057050","Olfr397"
"ENSMUSG00000049041","ENSMUSG00000049041","Olfr398"
"ENSMUSG00000047444","ENSMUSG00000047444","Olfr139"
"ENSMUSG00000043692","ENSMUSG00000043692","Olfr399"
"ENSMUSG00000069476","ENSMUSG00000069476","Zfp616"
"ENSMUSG00000070380","ENSMUSG00000070380","Olfr401"
"ENSMUSG00000070379","ENSMUSG00000070379","Olfr402"
"ENSMUSG00000070378","ENSMUSG00000070378","Olfr403"
"ENSMUSG00000070377","ENSMUSG00000070377","Olfr43"
"ENSMUSG00000070375","ENSMUSG00000070375","Olfr406"
"ENSMUSG00000070374","ENSMUSG00000070374","Olfr59"
"ENSMUSG00000063116","ENSMUSG00000063116","Olfr410"
"ENSMUSG00000054406","ENSMUSG00000054406","Olfr411"
"ENSMUSG00000058275","ENSMUSG00000058275","Olfr412"
"ENSMUSG00000038807","ENSMUSG00000038807","Rap1gap2"
"ENSMUSG00000069814","ENSMUSG00000069814","Ccdc92b"
"ENSMUSG00000020741","ENSMUSG00000020741","Cluh"
"ENSMUSG00000020745","ENSMUSG00000020745","Pafah1b1"
"ENSMUSG00000010554","ENSMUSG00000010554","Mettl16"
"ENSMUSG00000000282","ENSMUSG00000000282","Mnt"
"ENSMUSG00000038351","ENSMUSG00000038351","Sgsm2"
"ENSMUSG00000038335","ENSMUSG00000038335","Tsr1"
"ENSMUSG00000001323","ENSMUSG00000001323","Srr"
"ENSMUSG00000038290","ENSMUSG00000038290","Smg6"
"ENSMUSG00000101295","ENSMUSG00000101295","Gm28180"
"ENSMUSG00000085765","ENSMUSG00000085765","Gm12333"
"ENSMUSG00000043099","ENSMUSG00000043099","Hic1"
"ENSMUSG00000038268","ENSMUSG00000038268","Ovca2"
"ENSMUSG00000078789","ENSMUSG00000078789","Dph1"
"ENSMUSG00000045287","ENSMUSG00000045287","Rtn4rl1"
"ENSMUSG00000000751","ENSMUSG00000000751","Rpa1"
"ENSMUSG00000018809","ENSMUSG00000018809","Smyd4"
"ENSMUSG00000000753","ENSMUSG00000000753","Serpinf1"
"ENSMUSG00000085359","ENSMUSG00000085359","Gm12336"
"ENSMUSG00000038224","ENSMUSG00000038224","Serpinf2"
"ENSMUSG00000045374","ENSMUSG00000045374","Wdr81"
"ENSMUSG00000038217","ENSMUSG00000038217","Tlcd2"
"ENSMUSG00000020850","ENSMUSG00000020850","Prpf8"
"ENSMUSG00000038195","ENSMUSG00000038195","Rilp"
"ENSMUSG00000038188","ENSMUSG00000038188","Scarf1"
"ENSMUSG00000109715","ENSMUSG00000109715","Gm45606"
"ENSMUSG00000038178","ENSMUSG00000038178","Slc43a2"
"ENSMUSG00000017781","ENSMUSG00000017781","Pitpna"
"ENSMUSG00000006127","ENSMUSG00000006127","Inpp5k"
"ENSMUSG00000017774","ENSMUSG00000017774","Myo1c"
"ENSMUSG00000017776","ENSMUSG00000017776","Crk"
"ENSMUSG00000020849","ENSMUSG00000020849","Ywhae"
"ENSMUSG00000097051","ENSMUSG00000097051","Gm26836"
"ENSMUSG00000020848","ENSMUSG00000020848","Doc2b"
"ENSMUSG00000020847","ENSMUSG00000020847","Rph3al"
"ENSMUSG00000087322","ENSMUSG00000087322","Gm16075"
"ENSMUSG00000053783","ENSMUSG00000053783","1700016K19Rik"
"ENSMUSG00000020846","ENSMUSG00000020846","Rflnb"
"ENSMUSG00000017288","ENSMUSG00000017288","Vps53"
"ENSMUSG00000017286","ENSMUSG00000017286","Glod4"
"ENSMUSG00000069808","ENSMUSG00000069808","Fam57a"
"ENSMUSG00000049396","ENSMUSG00000049396","Gemin4"
"ENSMUSG00000038057","ENSMUSG00000038057","Dbil5"
"ENSMUSG00000038046","ENSMUSG00000038046","Mrm3"
"ENSMUSG00000020844","ENSMUSG00000020844","Nxn"
"ENSMUSG00000020843","ENSMUSG00000020843","Timm22"
"ENSMUSG00000017631","ENSMUSG00000017631","Abr"
"ENSMUSG00000097147","ENSMUSG00000097147","Gm26780"
"ENSMUSG00000044243","ENSMUSG00000044243","Bhlha9"
"ENSMUSG00000046275","ENSMUSG00000046275","Tusc5"
"ENSMUSG00000010392","ENSMUSG00000010392","Gosr1"
"ENSMUSG00000020841","ENSMUSG00000020841","Cpd"
"ENSMUSG00000020839","ENSMUSG00000020839","Tmigd1"
"ENSMUSG00000020840","ENSMUSG00000020840","Blmh"
"ENSMUSG00000020838","ENSMUSG00000020838","Slc6a4"
"ENSMUSG00000087398","ENSMUSG00000087398","Gm12343"
"ENSMUSG00000037958","ENSMUSG00000037958","Nsrp1"
"ENSMUSG00000050944","ENSMUSG00000050944","Efcab5"
"ENSMUSG00000109010","ENSMUSG00000109010","Gm45027"
"ENSMUSG00000037926","ENSMUSG00000037926","Ssh2"
"ENSMUSG00000020836","ENSMUSG00000020836","Coro6"
"ENSMUSG00000037907","ENSMUSG00000037907","Ankrd13b"
"ENSMUSG00000097165","ENSMUSG00000097165","2210008F06Rik"
"ENSMUSG00000011877","ENSMUSG00000011877","Git1"
"ENSMUSG00000044328","ENSMUSG00000044328","Trp53i13"
"ENSMUSG00000000686","ENSMUSG00000000686","Abhd15"
"ENSMUSG00000072673","ENSMUSG00000072673","Gm10392"
"ENSMUSG00000017291","ENSMUSG00000017291","Taok1"
"ENSMUSG00000037857","ENSMUSG00000037857","Nufip2"
"ENSMUSG00000000724","ENSMUSG00000000724","Cryba1"
"ENSMUSG00000000631","ENSMUSG00000000631","Myo18a"
"ENSMUSG00000069804","ENSMUSG00000069804","Gm10277"
"ENSMUSG00000017453","ENSMUSG00000017453","Pipox"
"ENSMUSG00000055045","ENSMUSG00000055045","Gm11190"
"ENSMUSG00000000632","ENSMUSG00000000632","Sez6"
"ENSMUSG00000037791","ENSMUSG00000037791","Phf12"
"ENSMUSG00000087050","ENSMUSG00000087050","Dhrs13os"
"ENSMUSG00000020834","ENSMUSG00000020834","Dhrs13"
"ENSMUSG00000061981","ENSMUSG00000061981","Flot2"
"ENSMUSG00000020832","ENSMUSG00000020832","Eral1"
"ENSMUSG00000037750","ENSMUSG00000037750","Fam222b"
"ENSMUSG00000017386","ENSMUSG00000017386","Traf4"
"ENSMUSG00000017405","ENSMUSG00000017405","Nek8"
"ENSMUSG00000019437","ENSMUSG00000019437","Tlcd1"
"ENSMUSG00000058546","ENSMUSG00000058546","Rpl23a"
"ENSMUSG00000002059","ENSMUSG00000002059","Rab34"
"ENSMUSG00000044122","ENSMUSG00000044122","Proca1"
"ENSMUSG00000002052","ENSMUSG00000002052","Supt6"
"ENSMUSG00000002064","ENSMUSG00000002064","Sdf2"
"ENSMUSG00000010277","ENSMUSG00000010277","2610507B11Rik"
"ENSMUSG00000086586","ENSMUSG00000086586","Gm11192"
"ENSMUSG00000037593","ENSMUSG00000037593","BC030499"
"ENSMUSG00000002055","ENSMUSG00000002055","Spag5"
"ENSMUSG00000017390","ENSMUSG00000017390","Aldoc"
"ENSMUSG00000041958","ENSMUSG00000041958","Pigs"
"ENSMUSG00000002058","ENSMUSG00000002058","Unc119"
"ENSMUSG00000002057","ENSMUSG00000002057","Foxn1"
"ENSMUSG00000085747","ENSMUSG00000085747","Slc13a2os"
"ENSMUSG00000001095","ENSMUSG00000001095","Slc13a2"
"ENSMUSG00000086380","ENSMUSG00000086380","Gm11195"
"ENSMUSG00000020829","ENSMUSG00000020829","Slc46a1"
"ENSMUSG00000050132","ENSMUSG00000050132","Sarm1"
"ENSMUSG00000017344","ENSMUSG00000017344","Vtn"
"ENSMUSG00000001103","ENSMUSG00000001103","Sebox"
"ENSMUSG00000051232","ENSMUSG00000051232","Tmem199"
"ENSMUSG00000001100","ENSMUSG00000001100","Poldip2"
"ENSMUSG00000017615","ENSMUSG00000017615","Tnfaip1"
"ENSMUSG00000001105","ENSMUSG00000001105","Ift20"
"ENSMUSG00000037278","ENSMUSG00000037278","Tmem97"
"ENSMUSG00000017376","ENSMUSG00000017376","Nlk"
"ENSMUSG00000049489","ENSMUSG00000049489","Fam58b"
"ENSMUSG00000072640","ENSMUSG00000072640","Lyrm9"
"ENSMUSG00000020826","ENSMUSG00000020826","Nos2"
"ENSMUSG00000001123","ENSMUSG00000001123","Lgals9"
"ENSMUSG00000018334","ENSMUSG00000018334","Ksr1"
"ENSMUSG00000085941","ENSMUSG00000085941","Gm11201"
"ENSMUSG00000017677","ENSMUSG00000017677","Wsb1"
"ENSMUSG00000108822","ENSMUSG00000108822","Gm44787"
"ENSMUSG00000055072","ENSMUSG00000055072","Gm9964"
"ENSMUSG00000020716","ENSMUSG00000020716","Nf1"
"ENSMUSG00000091523","ENSMUSG00000091523","AU040972"
"ENSMUSG00000049612","ENSMUSG00000049612","Omg"
"ENSMUSG00000070354","ENSMUSG00000070354","Gm21975"
"ENSMUSG00000093938","ENSMUSG00000093938","Evi2b"
"ENSMUSG00000078771","ENSMUSG00000078771","Evi2a"
"ENSMUSG00000017639","ENSMUSG00000017639","Rab11fip4"
"ENSMUSG00000087434","ENSMUSG00000087434","Rab11fip4os1"
"ENSMUSG00000086569","ENSMUSG00000086569","Rab11fip4os2"
"ENSMUSG00000084969","ENSMUSG00000084969","Gm11205"
"ENSMUSG00000086474","ENSMUSG00000086474","9130204K15Rik"
"ENSMUSG00000035575","ENSMUSG00000035575","Utp6"
"ENSMUSG00000017548","ENSMUSG00000017548","Suz12"
"ENSMUSG00000097335","ENSMUSG00000097335","Gm26563"
"ENSMUSG00000017561","ENSMUSG00000017561","Crlf3"
"ENSMUSG00000017550","ENSMUSG00000017550","Atad5"
"ENSMUSG00000046909","ENSMUSG00000046909","Tefm"
"ENSMUSG00000020709","ENSMUSG00000020709","Adap2"
"ENSMUSG00000086507","ENSMUSG00000086507","Adap2os"
"ENSMUSG00000020707","ENSMUSG00000020707","Rnf135"
"ENSMUSG00000017686","ENSMUSG00000017686","Rhot1"
"ENSMUSG00000017692","ENSMUSG00000017692","Rhbdl3"
"ENSMUSG00000057181","ENSMUSG00000057181","5730455P16Rik"
"ENSMUSG00000017421","ENSMUSG00000017421","Zfp207"
"ENSMUSG00000017428","ENSMUSG00000017428","Psmd11"
"ENSMUSG00000048895","ENSMUSG00000048895","Cdk5r1"
"ENSMUSG00000035441","ENSMUSG00000035441","Myo1d"
"ENSMUSG00000035413","ENSMUSG00000035413","Tmem98"
"ENSMUSG00000086703","ENSMUSG00000086703","4930507D10Rik"
"ENSMUSG00000053184","ENSMUSG00000053184","Spaca3"
"ENSMUSG00000020704","ENSMUSG00000020704","Asic2"
"ENSMUSG00000085130","ENSMUSG00000085130","Gm11417"
"ENSMUSG00000086971","ENSMUSG00000086971","4930527B05Rik"
"ENSMUSG00000087534","ENSMUSG00000087534","Gm11418"
"ENSMUSG00000020703","ENSMUSG00000020703","5530401A14Rik"
"ENSMUSG00000109297","ENSMUSG00000109297","Gm45190"
"ENSMUSG00000084996","ENSMUSG00000084996","Gm11419"
"ENSMUSG00000092157","ENSMUSG00000092157","Gm17268"
"ENSMUSG00000035385","ENSMUSG00000035385","Ccl2"
"ENSMUSG00000035373","ENSMUSG00000035373","Ccl7"
"ENSMUSG00000020676","ENSMUSG00000020676","Ccl11"
"ENSMUSG00000035352","ENSMUSG00000035352","Ccl12"
"ENSMUSG00000009185","ENSMUSG00000009185","Ccl8"
"ENSMUSG00000020702","ENSMUSG00000020702","Ccl1"
"ENSMUSG00000113710","ENSMUSG00000113710","AL645797.1"
"ENSMUSG00000020701","ENSMUSG00000020701","Tmem132e"
"ENSMUSG00000069796","ENSMUSG00000069796","Gm11426"
"ENSMUSG00000020698","ENSMUSG00000020698","Cct6b"
"ENSMUSG00000046010","ENSMUSG00000046010","Zfp830"
"ENSMUSG00000085175","ENSMUSG00000085175","Gm11423"
"ENSMUSG00000020697","ENSMUSG00000020697","Lig3"
"ENSMUSG00000020696","ENSMUSG00000020696","Rffl"
"ENSMUSG00000018841","ENSMUSG00000018841","Rad51d"
"ENSMUSG00000018844","ENSMUSG00000018844","Fndc8"
"ENSMUSG00000020692","ENSMUSG00000020692","Nle1"
"ENSMUSG00000018845","ENSMUSG00000018845","Unc45b"
"ENSMUSG00000086327","ENSMUSG00000086327","Slfn5os"
"ENSMUSG00000054404","ENSMUSG00000054404","Slfn5"
"ENSMUSG00000111857","ENSMUSG00000111857","AL603745.3"
"ENSMUSG00000069793","ENSMUSG00000069793","Slfn9"
"ENSMUSG00000035208","ENSMUSG00000035208","Slfn8"
"ENSMUSG00000072620","ENSMUSG00000072620","Slfn2"
"ENSMUSG00000111713","ENSMUSG00000111713","AL603745.2"
"ENSMUSG00000111016","ENSMUSG00000111016","AL669916.2"
"ENSMUSG00000078763","ENSMUSG00000078763","Slfn1"
"ENSMUSG00000000204","ENSMUSG00000000204","Slfn4"
"ENSMUSG00000018986","ENSMUSG00000018986","Slfn3"
"ENSMUSG00000082101","ENSMUSG00000082101","Slfn14"
"ENSMUSG00000018733","ENSMUSG00000018733","Pex12"
"ENSMUSG00000035152","ENSMUSG00000035152","Ap2b1"
"ENSMUSG00000020684","ENSMUSG00000020684","Rasl10b"
"ENSMUSG00000020686","ENSMUSG00000020686","Gas2l2"
"ENSMUSG00000035085","ENSMUSG00000035085","1700020L24Rik"
"ENSMUSG00000020682","ENSMUSG00000020682","Mmp28"
"ENSMUSG00000020680","ENSMUSG00000020680","Taf15"
"ENSMUSG00000018925","ENSMUSG00000018925","Heatr9"
"ENSMUSG00000035042","ENSMUSG00000035042","Ccl5"
"ENSMUSG00000019122","ENSMUSG00000019122","Ccl9"
"ENSMUSG00000018927","ENSMUSG00000018927","Ccl6"
"ENSMUSG00000081906","ENSMUSG00000081906","Rpl9-ps1"
"ENSMUSG00000000982","ENSMUSG00000000982","Ccl3"
"ENSMUSG00000018930","ENSMUSG00000018930","Ccl4"
"ENSMUSG00000069792","ENSMUSG00000069792","Wfdc17"
"ENSMUSG00000000983","ENSMUSG00000000983","Wfdc18"
"ENSMUSG00000051748","ENSMUSG00000051748","Wfdc21"
"ENSMUSG00000000976","ENSMUSG00000000976","Heatr6"
"ENSMUSG00000085235","ENSMUSG00000085235","Gm12576"
"ENSMUSG00000020679","ENSMUSG00000020679","Hnf1b"
"ENSMUSG00000020677","ENSMUSG00000020677","Ddx52"
"ENSMUSG00000034940","ENSMUSG00000034940","Synrg"
"ENSMUSG00000018648","ENSMUSG00000018648","Dusp14"
"ENSMUSG00000018651","ENSMUSG00000018651","Tada2a"
"ENSMUSG00000020532","ENSMUSG00000020532","Acaca"
"ENSMUSG00000051452","ENSMUSG00000051452","Gm11437"
"ENSMUSG00000018697","ENSMUSG00000018697","Aatf"
"ENSMUSG00000018698","ENSMUSG00000018698","Lhx1"
"ENSMUSG00000087211","ENSMUSG00000087211","Lhx1os"
"ENSMUSG00000085044","ENSMUSG00000085044","1700109G15Rik"
"ENSMUSG00000087407","ENSMUSG00000087407","Gm11431"
"ENSMUSG00000018405","ENSMUSG00000018405","Mrm1"
"ENSMUSG00000034449","ENSMUSG00000034449","Dhrs11"
"ENSMUSG00000020530","ENSMUSG00000020530","Ggnbp2"
"ENSMUSG00000045140","ENSMUSG00000045140","Pigw"
"ENSMUSG00000020527","ENSMUSG00000020527","Myo19"
"ENSMUSG00000020526","ENSMUSG00000020526","Znhit3"
"ENSMUSG00000000805","ENSMUSG00000000805","Car4"
"ENSMUSG00000000804","ENSMUSG00000000804","Usp32"
"ENSMUSG00000018479","ENSMUSG00000018479","1700125H20Rik"
"ENSMUSG00000018481","ENSMUSG00000018481","Appbp2"
"ENSMUSG00000085628","ENSMUSG00000085628","Appbp2os"
"ENSMUSG00000020525","ENSMUSG00000020525","Ppm1d"
"ENSMUSG00000059439","ENSMUSG00000059439","Bcas3"
"ENSMUSG00000086199","ENSMUSG00000086199","Bcas3os1"
"ENSMUSG00000085514","ENSMUSG00000085514","Bcas3os2"
"ENSMUSG00000000093","ENSMUSG00000000093","Tbx2"
"ENSMUSG00000069785","ENSMUSG00000069785","Gm11444"
"ENSMUSG00000000094","ENSMUSG00000000094","Tbx4"
"ENSMUSG00000034329","ENSMUSG00000034329","Brip1"
"ENSMUSG00000085208","ENSMUSG00000085208","Brip1os"
"ENSMUSG00000018068","ENSMUSG00000018068","Ints2"
"ENSMUSG00000034297","ENSMUSG00000034297","Med13"
"ENSMUSG00000020521","ENSMUSG00000020521","Rnft1"
"ENSMUSG00000020516","ENSMUSG00000020516","Rps6kb1"
"ENSMUSG00000020513","ENSMUSG00000020513","Tubd1"
"ENSMUSG00000018171","ENSMUSG00000018171","Vmp1"
"ENSMUSG00000072582","ENSMUSG00000072582","Ptrh2"
"ENSMUSG00000047126","ENSMUSG00000047126","Cltc"
"ENSMUSG00000018425","ENSMUSG00000018425","Dhx40"
"ENSMUSG00000018427","ENSMUSG00000018427","Ypel2"
"ENSMUSG00000061666","ENSMUSG00000061666","Gdpd1"
"ENSMUSG00000085991","ENSMUSG00000085991","Gm11479"
"ENSMUSG00000020495","ENSMUSG00000020495","Smg8"
"ENSMUSG00000020493","ENSMUSG00000020493","Prr11"
"ENSMUSG00000020492","ENSMUSG00000020492","Ska2"
"ENSMUSG00000085310","ENSMUSG00000085310","Gm11491"
"ENSMUSG00000018548","ENSMUSG00000018548","Trim37"
"ENSMUSG00000046442","ENSMUSG00000046442","Ppm1e"
"ENSMUSG00000007646","ENSMUSG00000007646","Rad51c"
"ENSMUSG00000010342","ENSMUSG00000010342","Tex14"
"ENSMUSG00000090107","ENSMUSG00000090107","Gm11492"
"ENSMUSG00000020486","ENSMUSG00000020486","Sept4"
"ENSMUSG00000018401","ENSMUSG00000018401","Mtmr4"
"ENSMUSG00000070345","ENSMUSG00000070345","Hsf5"
"ENSMUSG00000034177","ENSMUSG00000034177","Rnf43"
"ENSMUSG00000020485","ENSMUSG00000020485","Supt4a"
"ENSMUSG00000084796","ENSMUSG00000084796","Mir142hg"
"ENSMUSG00000034156","ENSMUSG00000034156","Tspoap1"
"ENSMUSG00000009350","ENSMUSG00000009350","Mpo"
"ENSMUSG00000085872","ENSMUSG00000085872","Gm11505"
"ENSMUSG00000009356","ENSMUSG00000009356","Lpo"
"ENSMUSG00000034121","ENSMUSG00000034121","Mks1"
"ENSMUSG00000052234","ENSMUSG00000052234","Epx"
"ENSMUSG00000093839","ENSMUSG00000093839","Olfr462"
"ENSMUSG00000093920","ENSMUSG00000093920","Olfr463"
"ENSMUSG00000060787","ENSMUSG00000060787","Olfr464"
"ENSMUSG00000020483","ENSMUSG00000020483","Dynll2"
"ENSMUSG00000086193","ENSMUSG00000086193","Gm11508"
"ENSMUSG00000096983","ENSMUSG00000096983","2010015M23Rik"
"ENSMUSG00000018379","ENSMUSG00000018379","Srsf1"
"ENSMUSG00000087373","ENSMUSG00000087373","Gm15892"
"ENSMUSG00000018377","ENSMUSG00000018377","Vezf1"
"ENSMUSG00000018378","ENSMUSG00000018378","Cuedc1"
"ENSMUSG00000023723","ENSMUSG00000023723","Mrps23"
"ENSMUSG00000108634","ENSMUSG00000108634","Gm44783"
"ENSMUSG00000034031","ENSMUSG00000034031","Ccdc182"
"ENSMUSG00000069769","ENSMUSG00000069769","Msi2"
"ENSMUSG00000085246","ENSMUSG00000085246","Gm15893"
"ENSMUSG00000087574","ENSMUSG00000087574","C030037D09Rik"
"ENSMUSG00000085646","ENSMUSG00000085646","Gm11493"
"ENSMUSG00000018428","ENSMUSG00000018428","Akap1"
"ENSMUSG00000092399","ENSMUSG00000092399","4930556N13Rik"
"ENSMUSG00000087338","ENSMUSG00000087338","Scpep1os"
"ENSMUSG00000000278","ENSMUSG00000000278","Scpep1"
"ENSMUSG00000057534","ENSMUSG00000057534","Elobl"
"ENSMUSG00000033983","ENSMUSG00000033983","Coil"
"ENSMUSG00000085152","ENSMUSG00000085152","Gm11496"
"ENSMUSG00000000275","ENSMUSG00000000275","Trim25"
"ENSMUSG00000000276","ENSMUSG00000000276","Dgke"
"ENSMUSG00000063109","ENSMUSG00000063109","Dgkeos"
"ENSMUSG00000072553","ENSMUSG00000072553","Gm525"
"ENSMUSG00000086919","ENSMUSG00000086919","Gm11497"
"ENSMUSG00000048616","ENSMUSG00000048616","Nog"
"ENSMUSG00000085798","ENSMUSG00000085798","Gm2018"
"ENSMUSG00000047773","ENSMUSG00000047773","Ankfn1"
"ENSMUSG00000020553","ENSMUSG00000020553","Pctp"
"ENSMUSG00000069763","ENSMUSG00000069763","Tmem100"
"ENSMUSG00000085074","ENSMUSG00000085074","Gm11494"
"ENSMUSG00000110344","ENSMUSG00000110344","Gm45716"
"ENSMUSG00000003948","ENSMUSG00000003948","Mmd"
"ENSMUSG00000003949","ENSMUSG00000003949","Hlf"
"ENSMUSG00000020546","ENSMUSG00000020546","Stxbp4"
"ENSMUSG00000020544","ENSMUSG00000020544","Cox11"
"ENSMUSG00000020541","ENSMUSG00000020541","Tom1l1"
"ENSMUSG00000085940","ENSMUSG00000085940","4930405D11Rik"
"ENSMUSG00000046755","ENSMUSG00000046755","Kif2b"
"ENSMUSG00000056158","ENSMUSG00000056158","Car10"
"ENSMUSG00000054079","ENSMUSG00000054079","Utp18"
"ENSMUSG00000059474","ENSMUSG00000059474","Mbtd1"
"ENSMUSG00000020857","ENSMUSG00000020857","Nme2"
"ENSMUSG00000091228","ENSMUSG00000091228","Gm20390"
"ENSMUSG00000037601","ENSMUSG00000037601","Nme1"
"ENSMUSG00000020859","ENSMUSG00000020859","Spag9"
"ENSMUSG00000037573","ENSMUSG00000037573","Tob1"
"ENSMUSG00000044177","ENSMUSG00000044177","Wfikkn2"
"ENSMUSG00000109265","ENSMUSG00000109265","Gm45000"
"ENSMUSG00000020863","ENSMUSG00000020863","Luc7l3"
"ENSMUSG00000020864","ENSMUSG00000020864","Ankrd40"
"ENSMUSG00000020865","ENSMUSG00000020865","Abcc3"
"ENSMUSG00000020866","ENSMUSG00000020866","Cacna1g"
"ENSMUSG00000020867","ENSMUSG00000020867","Spata20"
"ENSMUSG00000010080","ENSMUSG00000010080","Epn3"
"ENSMUSG00000039110","ENSMUSG00000039110","Mycbpap"
"ENSMUSG00000039096","ENSMUSG00000039096","Rsad1"
"ENSMUSG00000076435","ENSMUSG00000076435","Acsf2"
"ENSMUSG00000039084","ENSMUSG00000039084","Chad"
"ENSMUSG00000020869","ENSMUSG00000020869","Lrrc59"
"ENSMUSG00000039055","ENSMUSG00000039055","Eme1"
