"","ENSEMBL","SYMBOL"
"ENSMUSG00000087561","ENSMUSG00000087561","Gm11608"
"ENSMUSG00000027520","ENSMUSG00000027520","Zdbf2"
"ENSMUSG00000025964","ENSMUSG00000025964","Adam23"
"ENSMUSG00000069085","ENSMUSG00000069085","Dytn"
"ENSMUSG00000025963","ENSMUSG00000025963","Mdh1b"
"ENSMUSG00000025962","ENSMUSG00000025962","Fastkd2"
"ENSMUSG00000025961","ENSMUSG00000025961","4933402D24Rik"
"ENSMUSG00000044689","ENSMUSG00000044689","Gm13749"
"ENSMUSG00000025959","ENSMUSG00000025959","Klf7"
"ENSMUSG00000097272","ENSMUSG00000097272","Gm26649"
"ENSMUSG00000086836","ENSMUSG00000086836","Gm13748"
"ENSMUSG00000101895","ENSMUSG00000101895","Gm28981"
"ENSMUSG00000025958","ENSMUSG00000025958","Creb1"
"ENSMUSG00000025956","ENSMUSG00000025956","Mettl21a"
"ENSMUSG00000101832","ENSMUSG00000101832","Gm28982"
"ENSMUSG00000100437","ENSMUSG00000100437","Gm29152"
"ENSMUSG00000070871","ENSMUSG00000070871","Ccnyl1"
"ENSMUSG00000045005","ENSMUSG00000045005","Fzd5"
"ENSMUSG00000051344","ENSMUSG00000051344","Plekhm3"
"ENSMUSG00000025955","ENSMUSG00000025955","Akr1cl"
"ENSMUSG00000070870","ENSMUSG00000070870","Cryge"
"ENSMUSG00000067299","ENSMUSG00000067299","Crygd"
"ENSMUSG00000025952","ENSMUSG00000025952","Crygc"
"ENSMUSG00000073658","ENSMUSG00000073658","Crygb"
"ENSMUSG00000044429","ENSMUSG00000044429","Cryga"
"ENSMUSG00000100846","ENSMUSG00000100846","Gm28845"
"ENSMUSG00000044816","ENSMUSG00000044816","D630023F18Rik"
"ENSMUSG00000025950","ENSMUSG00000025950","Idh1"
"ENSMUSG00000025949","ENSMUSG00000025949","Pikfyve"
"ENSMUSG00000025946","ENSMUSG00000025946","Pth2r"
"ENSMUSG00000025945","ENSMUSG00000025945","Crygf"
"ENSMUSG00000015222","ENSMUSG00000015222","Map2"
"ENSMUSG00000073656","ENSMUSG00000073656","Gm10558"
"ENSMUSG00000055567","ENSMUSG00000055567","Unc80"
"ENSMUSG00000026005","ENSMUSG00000026005","Rpe"
"ENSMUSG00000026004","ENSMUSG00000026004","Kansl1l"
"ENSMUSG00000026003","ENSMUSG00000026003","Acadl"
"ENSMUSG00000061816","ENSMUSG00000061816","Myl1"
"ENSMUSG00000026000","ENSMUSG00000026000","Lancl1"
"ENSMUSG00000025991","ENSMUSG00000025991","Cps1"
"ENSMUSG00000086204","ENSMUSG00000086204","Gm15668"
"ENSMUSG00000085075","ENSMUSG00000085075","Gm15669"
"ENSMUSG00000087329","ENSMUSG00000087329","Gm15671"
"ENSMUSG00000062209","ENSMUSG00000062209","Erbb4"
"ENSMUSG00000099804","ENSMUSG00000099804","Gm28497"
"ENSMUSG00000100354","ENSMUSG00000100354","Gm29113"
"ENSMUSG00000101156","ENSMUSG00000101156","Gm29114"
"ENSMUSG00000025997","ENSMUSG00000025997","Ikzf2"
"ENSMUSG00000053153","ENSMUSG00000053153","Spag16"
"ENSMUSG00000045648","ENSMUSG00000045648","Vwc2l"
"ENSMUSG00000026196","ENSMUSG00000026196","Bard1"
"ENSMUSG00000050296","ENSMUSG00000050296","Abca12"
"ENSMUSG00000026192","ENSMUSG00000026192","Atic"
"ENSMUSG00000026193","ENSMUSG00000026193","Fn1"
"ENSMUSG00000073652","ENSMUSG00000073652","Apol7d"
"ENSMUSG00000099707","ENSMUSG00000099707","Gm8883"
"ENSMUSG00000101211","ENSMUSG00000101211","Gm28818"
"ENSMUSG00000101848","ENSMUSG00000101848","4933417E11Rik"
"ENSMUSG00000101764","ENSMUSG00000101764","4930556G22Rik"
"ENSMUSG00000102123","ENSMUSG00000102123","Gm4319"
"ENSMUSG00000039395","ENSMUSG00000039395","Mreg"
"ENSMUSG00000097131","ENSMUSG00000097131","D230017M19Rik"
"ENSMUSG00000026189","ENSMUSG00000026189","Pecr"
"ENSMUSG00000026188","ENSMUSG00000026188","Tmem169"
"ENSMUSG00000026187","ENSMUSG00000026187","Xrcc5"
"ENSMUSG00000039372","ENSMUSG00000039372","March4"
"ENSMUSG00000039354","ENSMUSG00000039354","Smarcal1"
"ENSMUSG00000110712","ENSMUSG00000110712","Gm45835"
"ENSMUSG00000039342","ENSMUSG00000039342","Ankar"
"ENSMUSG00000046330","ENSMUSG00000046330","Rpl37a"
"ENSMUSG00000039323","ENSMUSG00000039323","Igfbp2"
"ENSMUSG00000026185","ENSMUSG00000026185","Igfbp5"
"ENSMUSG00000101968","ENSMUSG00000101968","1700027A15Rik"
"ENSMUSG00000026182","ENSMUSG00000026182","Tnp1"
"ENSMUSG00000101112","ENSMUSG00000101112","Gm29185"
"ENSMUSG00000099877","ENSMUSG00000099877","Pinc"
"ENSMUSG00000101812","ENSMUSG00000101812","D530049I02Rik"
"ENSMUSG00000100444","ENSMUSG00000100444","C530043A13Rik"
"ENSMUSG00000100429","ENSMUSG00000100429","Gm29186"
"ENSMUSG00000100301","ENSMUSG00000100301","6030407O03Rik"
"ENSMUSG00000101344","ENSMUSG00000101344","Gm29183"
"ENSMUSG00000055322","ENSMUSG00000055322","Tns1"
"ENSMUSG00000061815","ENSMUSG00000061815","Rufy4"
"ENSMUSG00000026180","ENSMUSG00000026180","Cxcr2"
"ENSMUSG00000048480","ENSMUSG00000048480","Cxcr1"
"ENSMUSG00000006304","ENSMUSG00000006304","Arpc2"
"ENSMUSG00000064272","ENSMUSG00000064272","Gpbar1"
"ENSMUSG00000006299","ENSMUSG00000006299","Aamp"
"ENSMUSG00000101503","ENSMUSG00000101503","Gm28364"
"ENSMUSG00000026179","ENSMUSG00000026179","Pnkd"
"ENSMUSG00000006301","ENSMUSG00000006301","Tmbim1"
"ENSMUSG00000073650","ENSMUSG00000073650","Catip"
"ENSMUSG00000026177","ENSMUSG00000026177","Slc11a1"
"ENSMUSG00000026176","ENSMUSG00000026176","Ctdsp1"
"ENSMUSG00000026175","ENSMUSG00000026175","Vil1"
"ENSMUSG00000033364","ENSMUSG00000033364","Usp37"
"ENSMUSG00000026174","ENSMUSG00000026174","Cnot9"
"ENSMUSG00000026173","ENSMUSG00000026173","Plcd4"
"ENSMUSG00000026135","ENSMUSG00000026135","Zfp142"
"ENSMUSG00000026172","ENSMUSG00000026172","Bcs1l"
"ENSMUSG00000026171","ENSMUSG00000026171","Rnf25"
"ENSMUSG00000033276","ENSMUSG00000033276","Stk36"
"ENSMUSG00000033257","ENSMUSG00000033257","Ttll4"
"ENSMUSG00000026170","ENSMUSG00000026170","Cyp27a1"
"ENSMUSG00000006542","ENSMUSG00000006542","Prkag3"
"ENSMUSG00000033227","ENSMUSG00000033227","Wnt6"
"ENSMUSG00000099472","ENSMUSG00000099472","Gm29539"
"ENSMUSG00000026167","ENSMUSG00000026167","Wnt10a"
"ENSMUSG00000090071","ENSMUSG00000090071","Cdk5r2"
"ENSMUSG00000055197","ENSMUSG00000055197","Fev"
"ENSMUSG00000006546","ENSMUSG00000006546","Cryba2"
"ENSMUSG00000047021","ENSMUSG00000047021","Cfap65"
"ENSMUSG00000089653","ENSMUSG00000089653","Gm15841"
"ENSMUSG00000006538","ENSMUSG00000006538","Ihh"
"ENSMUSG00000026162","ENSMUSG00000026162","Nhej1"
"ENSMUSG00000026205","ENSMUSG00000026205","Slc23a3"
"ENSMUSG00000033159","ENSMUSG00000033159","Cnppd1"
"ENSMUSG00000049339","ENSMUSG00000049339","Fam134a"
"ENSMUSG00000026197","ENSMUSG00000026197","Zfand2b"
"ENSMUSG00000026198","ENSMUSG00000026198","Abcb6"
"ENSMUSG00000033124","ENSMUSG00000033124","Atg9a"
"ENSMUSG00000026199","ENSMUSG00000026199","Ankzf1"
"ENSMUSG00000026200","ENSMUSG00000026200","Glb1l"
"ENSMUSG00000026201","ENSMUSG00000026201","Stk16"
"ENSMUSG00000026202","ENSMUSG00000026202","Tuba4a"
"ENSMUSG00000096094","ENSMUSG00000096094","A630095N17Rik"
"ENSMUSG00000026203","ENSMUSG00000026203","Dnajb2"
"ENSMUSG00000026204","ENSMUSG00000026204","Ptprn"
"ENSMUSG00000101840","ENSMUSG00000101840","Gm28294"
"ENSMUSG00000033061","ENSMUSG00000033061","Resp18"
"ENSMUSG00000100556","ENSMUSG00000100556","Gm28902"
"ENSMUSG00000026209","ENSMUSG00000026209","Dnpep"
"ENSMUSG00000026208","ENSMUSG00000026208","Des"
"ENSMUSG00000085653","ENSMUSG00000085653","Gm15179"
"ENSMUSG00000026207","ENSMUSG00000026207","Speg"
"ENSMUSG00000086053","ENSMUSG00000086053","Gm15178"
"ENSMUSG00000033021","ENSMUSG00000033021","Gmppa"
"ENSMUSG00000033007","ENSMUSG00000033007","Asic4"
"ENSMUSG00000032997","ENSMUSG00000032997","Chpf"
"ENSMUSG00000026211","ENSMUSG00000026211","Obsl1"
"ENSMUSG00000051703","ENSMUSG00000051703","Tmem198"
"ENSMUSG00000032968","ENSMUSG00000032968","Inha"
"ENSMUSG00000026213","ENSMUSG00000026213","Stk11ip"
"ENSMUSG00000006576","ENSMUSG00000006576","Slc4a3"
"ENSMUSG00000099996","ENSMUSG00000099996","Gm29065"
"ENSMUSG00000100827","ENSMUSG00000100827","Gm29069"
"ENSMUSG00000100553","ENSMUSG00000100553","Gm17751"
"ENSMUSG00000100534","ENSMUSG00000100534","Gm816"
"ENSMUSG00000026235","ENSMUSG00000026235","Epha4"
"ENSMUSG00000101849","ENSMUSG00000101849","Gm28386"
"ENSMUSG00000102052","ENSMUSG00000102052","Gm28387"
"ENSMUSG00000004872","ENSMUSG00000004872","Pax3"
"ENSMUSG00000032908","ENSMUSG00000032908","Sgpp2"
"ENSMUSG00000099561","ENSMUSG00000099561","Gm28410"
"ENSMUSG00000026245","ENSMUSG00000026245","Farsb"
"ENSMUSG00000090486","ENSMUSG00000090486","BC035947"
"ENSMUSG00000012187","ENSMUSG00000012187","Mogat1"
"ENSMUSG00000099364","ENSMUSG00000099364","5730419F03Rik"
"ENSMUSG00000100562","ENSMUSG00000100562","Gm29611"
"ENSMUSG00000032883","ENSMUSG00000032883","Acsl3"
"ENSMUSG00000079470","ENSMUSG00000079470","Utp14b"
"ENSMUSG00000099706","ENSMUSG00000099706","Gm29536"
"ENSMUSG00000047330","ENSMUSG00000047330","Kcne4"
"ENSMUSG00000101324","ENSMUSG00000101324","Gm29187"
"ENSMUSG00000050711","ENSMUSG00000050711","Scg2"
"ENSMUSG00000054702","ENSMUSG00000054702","Ap1s3"
"ENSMUSG00000073643","ENSMUSG00000073643","Wdfy1"
"ENSMUSG00000026248","ENSMUSG00000026248","Mrpl44"
"ENSMUSG00000026249","ENSMUSG00000026249","Serpine2"
"ENSMUSG00000099552","ENSMUSG00000099552","9830004L10Rik"
"ENSMUSG00000043230","ENSMUSG00000043230","Fam124b"
"ENSMUSG00000101257","ENSMUSG00000101257","2310015K22Rik"
"ENSMUSG00000004364","ENSMUSG00000004364","Cul3"
"ENSMUSG00000101722","ENSMUSG00000101722","Gm29125"
"ENSMUSG00000101483","ENSMUSG00000101483","1700016L21Rik"
"ENSMUSG00000110100","ENSMUSG00000110100","Gm45261"
"ENSMUSG00000038608","ENSMUSG00000038608","Dock10"
"ENSMUSG00000054976","ENSMUSG00000054976","Nyap2"
"ENSMUSG00000055980","ENSMUSG00000055980","Irs1"
"ENSMUSG00000022591","ENSMUSG00000022591","Gm9747"
"ENSMUSG00000026142","ENSMUSG00000026142","Rhbdd1"
"ENSMUSG00000100786","ENSMUSG00000100786","Gm28940"
"ENSMUSG00000067158","ENSMUSG00000067158","Col4a4"
"ENSMUSG00000079465","ENSMUSG00000079465","Col4a3"
"ENSMUSG00000026150","ENSMUSG00000026150","Mff"
"ENSMUSG00000026149","ENSMUSG00000026149","Tm4sf20"
"ENSMUSG00000100170","ENSMUSG00000100170","Gm28942"
"ENSMUSG00000026159","ENSMUSG00000026159","Agfg1"
"ENSMUSG00000113880","ENSMUSG00000113880","AC125444.3"
"ENSMUSG00000113973","ENSMUSG00000113973","AC125444.5"
"ENSMUSG00000113846","ENSMUSG00000113846","AC125444.2"
"ENSMUSG00000113084","ENSMUSG00000113084","AC125444.1"
"ENSMUSG00000113925","ENSMUSG00000113925","AC125444.4"
"ENSMUSG00000114011","ENSMUSG00000114011","AC125444.6"
"ENSMUSG00000113097","ENSMUSG00000113097","AC161180.1"
"ENSMUSG00000038496","ENSMUSG00000038496","Slc19a3"
"ENSMUSG00000100190","ENSMUSG00000100190","Krtap28-10"
"ENSMUSG00000113267","ENSMUSG00000113267","AC161180.2"
"ENSMUSG00000104423","ENSMUSG00000104423","A030005K14Rik"
"ENSMUSG00000101315","ENSMUSG00000101315","Krtap28-13"
"ENSMUSG00000026166","ENSMUSG00000026166","Ccl20"
"ENSMUSG00000053161","ENSMUSG00000053161","Daw1"
"ENSMUSG00000026163","ENSMUSG00000026163","Sphkap"
"ENSMUSG00000100580","ENSMUSG00000100580","4933436I20Rik"
"ENSMUSG00000045658","ENSMUSG00000045658","Pid1"
"ENSMUSG00000036766","ENSMUSG00000036766","Dner"
"ENSMUSG00000026219","ENSMUSG00000026219","Trip12"
"ENSMUSG00000073633","ENSMUSG00000073633","Fbxo36"
"ENSMUSG00000026220","ENSMUSG00000026220","Slc16a14"
"ENSMUSG00000052477","ENSMUSG00000052477","C130026I21Rik"
"ENSMUSG00000089844","ENSMUSG00000089844","A530032D15Rik"
"ENSMUSG00000073631","ENSMUSG00000073631","Gm10553"
"ENSMUSG00000072109","ENSMUSG00000072109","A530040E14Rik"
"ENSMUSG00000090252","ENSMUSG00000090252","Gm16028"
"ENSMUSG00000089652","ENSMUSG00000089652","Gm16025"
"ENSMUSG00000089714","ENSMUSG00000089714","Gm16092"
"ENSMUSG00000094127","ENSMUSG00000094127","G530012D18Rik"
"ENSMUSG00000070034","ENSMUSG00000070034","Sp110"
"ENSMUSG00000090103","ENSMUSG00000090103","Gm16094"
"ENSMUSG00000070031","ENSMUSG00000070031","Sp140"
"ENSMUSG00000073628","ENSMUSG00000073628","Gm10552"
"ENSMUSG00000090246","ENSMUSG00000090246","Gm17017"
"ENSMUSG00000026222","ENSMUSG00000026222","Sp100"
"ENSMUSG00000052760","ENSMUSG00000052760","A630001G21Rik"
"ENSMUSG00000100217","ENSMUSG00000100217","9930111H07Rik"
"ENSMUSG00000036707","ENSMUSG00000036707","Cab39"
"ENSMUSG00000026223","ENSMUSG00000026223","Itm2c"
"ENSMUSG00000026224","ENSMUSG00000026224","4933407L21Rik"
"ENSMUSG00000099767","ENSMUSG00000099767","Gm28884"
"ENSMUSG00000049608","ENSMUSG00000049608","Gpr55"
"ENSMUSG00000100108","ENSMUSG00000100108","Gm28100"
"ENSMUSG00000026226","ENSMUSG00000026226","Spata3"
"ENSMUSG00000026227","ENSMUSG00000026227","2810459M11Rik"
"ENSMUSG00000026229","ENSMUSG00000026229","Psmd1"
"ENSMUSG00000026228","ENSMUSG00000026228","Htr2b"
"ENSMUSG00000094638","ENSMUSG00000094638","Gm21972"
"ENSMUSG00000062590","ENSMUSG00000062590","Armc9"
"ENSMUSG00000087538","ENSMUSG00000087538","Gm16341"
"ENSMUSG00000079445","ENSMUSG00000079445","B3gnt7"
"ENSMUSG00000099644","ENSMUSG00000099644","Gm28626"
"ENSMUSG00000026234","ENSMUSG00000026234","Ncl"
"ENSMUSG00000026237","ENSMUSG00000026237","Nmur1"
"ENSMUSG00000036574","ENSMUSG00000036574","Tex44"
"ENSMUSG00000026238","ENSMUSG00000026238","Ptma"
"ENSMUSG00000026239","ENSMUSG00000026239","Pde6d"
"ENSMUSG00000026240","ENSMUSG00000026240","Cops7b"
"ENSMUSG00000026241","ENSMUSG00000026241","Nppc"
"ENSMUSG00000053333","ENSMUSG00000053333","Dis3l2"
"ENSMUSG00000099401","ENSMUSG00000099401","Gm28375"
"ENSMUSG00000101625","ENSMUSG00000101625","Gm29371"
"ENSMUSG00000026246","ENSMUSG00000026246","Alppl2"
"ENSMUSG00000079440","ENSMUSG00000079440","Alpi"
"ENSMUSG00000036500","ENSMUSG00000036500","Akp3"
"ENSMUSG00000099839","ENSMUSG00000099839","Gm29374"
"ENSMUSG00000026247","ENSMUSG00000026247","Ecel1"
"ENSMUSG00000036480","ENSMUSG00000036480","Prss56"
"ENSMUSG00000026251","ENSMUSG00000026251","Chrnd"
"ENSMUSG00000026253","ENSMUSG00000026253","Chrng"
"ENSMUSG00000026254","ENSMUSG00000026254","Eif4e2"
"ENSMUSG00000026255","ENSMUSG00000026255","Efhd1"
"ENSMUSG00000089821","ENSMUSG00000089821","Efhd1os"
"ENSMUSG00000048000","ENSMUSG00000048000","Gigyf2"
"ENSMUSG00000079436","ENSMUSG00000079436","Kcnj13"
"ENSMUSG00000026258","ENSMUSG00000026258","3110079O15Rik"
"ENSMUSG00000026259","ENSMUSG00000026259","Ngef"
"ENSMUSG00000079434","ENSMUSG00000079434","Neu2"
"ENSMUSG00000026288","ENSMUSG00000026288","Inpp5d"
"ENSMUSG00000026289","ENSMUSG00000026289","Atg16l1"
"ENSMUSG00000056055","ENSMUSG00000056055","Sag"
"ENSMUSG00000070738","ENSMUSG00000070738","Dgkd"
"ENSMUSG00000101942","ENSMUSG00000101942","Gm19582"
"ENSMUSG00000005501","ENSMUSG00000005501","Usp40"
"ENSMUSG00000090165","ENSMUSG00000090165","Ugt1a10"
"ENSMUSG00000090175","ENSMUSG00000090175","Ugt1a9"
"ENSMUSG00000089675","ENSMUSG00000089675","Ugt1a8"
"ENSMUSG00000090124","ENSMUSG00000090124","Ugt1a7c"
"ENSMUSG00000090145","ENSMUSG00000090145","Ugt1a6b"
"ENSMUSG00000054545","ENSMUSG00000054545","Ugt1a6a"
"ENSMUSG00000089943","ENSMUSG00000089943","Ugt1a5"
"ENSMUSG00000090171","ENSMUSG00000090171","Ugt1a2"
"ENSMUSG00000081984","ENSMUSG00000081984","Dnajb3"
"ENSMUSG00000089960","ENSMUSG00000089960","Ugt1a1"
"ENSMUSG00000079429","ENSMUSG00000079429","Mroh2a"
"ENSMUSG00000044783","ENSMUSG00000044783","Hjurp"
"ENSMUSG00000036251","ENSMUSG00000036251","Trpm8"
"ENSMUSG00000085420","ENSMUSG00000085420","4930453O03Rik"
"ENSMUSG00000026295","ENSMUSG00000026295","Spp2"
"ENSMUSG00000099553","ENSMUSG00000099553","Gm29538"
"ENSMUSG00000100908","ENSMUSG00000100908","Gm28888"
"ENSMUSG00000062310","ENSMUSG00000062310","Glrp1"
"ENSMUSG00000100798","ENSMUSG00000100798","Gm19589"
"ENSMUSG00000100367","ENSMUSG00000100367","Gm29336"
"ENSMUSG00000049866","ENSMUSG00000049866","Arl4c"
"ENSMUSG00000097398","ENSMUSG00000097398","Platr5"
"ENSMUSG00000099848","ENSMUSG00000099848","Gm29337"
"ENSMUSG00000099378","ENSMUSG00000099378","1700067G17Rik"
"ENSMUSG00000036206","ENSMUSG00000036206","Sh3bp4"
"ENSMUSG00000101288","ENSMUSG00000101288","Gm28342"
"ENSMUSG00000099938","ENSMUSG00000099938","C030007H22Rik"
"ENSMUSG00000055013","ENSMUSG00000055013","Agap1"
"ENSMUSG00000034486","ENSMUSG00000034486","Gbx2"
"ENSMUSG00000067081","ENSMUSG00000067081","Asb18"
"ENSMUSG00000026301","ENSMUSG00000026301","Iqca"
"ENSMUSG00000100850","ENSMUSG00000100850","4930434B07Rik"
"ENSMUSG00000044337","ENSMUSG00000044337","Ackr3"
"ENSMUSG00000101951","ENSMUSG00000101951","Gm28721"
"ENSMUSG00000101028","ENSMUSG00000101028","Gm28723"
"ENSMUSG00000101997","ENSMUSG00000101997","Gm28722"
"ENSMUSG00000034432","ENSMUSG00000034432","Cops8"
"ENSMUSG00000056128","ENSMUSG00000056128","Gm9991"
"ENSMUSG00000048126","ENSMUSG00000048126","Col6a3"
"ENSMUSG00000026303","ENSMUSG00000026303","Mlph"
"ENSMUSG00000090550","ENSMUSG00000090550","Prlh"
"ENSMUSG00000026304","ENSMUSG00000026304","Rab17"
"ENSMUSG00000100791","ENSMUSG00000100791","Gm28199"
"ENSMUSG00000026305","ENSMUSG00000026305","Lrrfip1"
"ENSMUSG00000070732","ENSMUSG00000070732","Rbm44"
"ENSMUSG00000034353","ENSMUSG00000034353","Ramp1"
"ENSMUSG00000034343","ENSMUSG00000034343","Ube2f"
"ENSMUSG00000097285","ENSMUSG00000097285","Gm26683"
"ENSMUSG00000026307","ENSMUSG00000026307","Scly"
"ENSMUSG00000090322","ENSMUSG00000090322","Gm17090"
"ENSMUSG00000049515","ENSMUSG00000049515","Espnl"
"ENSMUSG00000026308","ENSMUSG00000026308","Klhl30"
"ENSMUSG00000047443","ENSMUSG00000047443","Erfe"
"ENSMUSG00000026309","ENSMUSG00000026309","Ilkap"
"ENSMUSG00000100253","ENSMUSG00000100253","1700020N18Rik"
"ENSMUSG00000067071","ENSMUSG00000067071","Hes6"
"ENSMUSG00000055866","ENSMUSG00000055866","Per2"
"ENSMUSG00000100151","ENSMUSG00000100151","Gm28382"
"ENSMUSG00000034292","ENSMUSG00000034292","Traf3ip1"
"ENSMUSG00000026311","ENSMUSG00000026311","Asb1"
"ENSMUSG00000101705","ENSMUSG00000101705","Gm28380"
"ENSMUSG00000100980","ENSMUSG00000100980","Gm29100"
"ENSMUSG00000007805","ENSMUSG00000007805","Twist2"
"ENSMUSG00000026313","ENSMUSG00000026313","Hdac4"
"ENSMUSG00000096941","ENSMUSG00000096941","Gm26720"
"ENSMUSG00000101265","ENSMUSG00000101265","Gm29099"
"ENSMUSG00000026260","ENSMUSG00000026260","Ndufa10"
"ENSMUSG00000067064","ENSMUSG00000067064","Olfr1416"
"ENSMUSG00000057464","ENSMUSG00000057464","Olfr1415"
"ENSMUSG00000042849","ENSMUSG00000042849","Olfr1414"
"ENSMUSG00000058904","ENSMUSG00000058904","Olfr1413"
"ENSMUSG00000097001","ENSMUSG00000097001","1700054K02Rik"
"ENSMUSG00000046300","ENSMUSG00000046300","Olfr1412"
"ENSMUSG00000062497","ENSMUSG00000062497","Olfr1411"
"ENSMUSG00000063583","ENSMUSG00000063583","Olfr1410"
"ENSMUSG00000061616","ENSMUSG00000061616","Olfr12"
"ENSMUSG00000073616","ENSMUSG00000073616","Cops9"
"ENSMUSG00000044055","ENSMUSG00000044055","Otos"
"ENSMUSG00000100546","ENSMUSG00000100546","Gm29483"
"ENSMUSG00000099665","ENSMUSG00000099665","Gm29482"
"ENSMUSG00000100781","ENSMUSG00000100781","Gm29481"
"ENSMUSG00000034220","ENSMUSG00000034220","Gpc1"
"ENSMUSG00000101995","ENSMUSG00000101995","Gm29480"
"ENSMUSG00000034212","ENSMUSG00000034212","Ankmy1"
"ENSMUSG00000047067","ENSMUSG00000047067","Dusp28"
"ENSMUSG00000097251","ENSMUSG00000097251","5033417F24Rik"
"ENSMUSG00000026269","ENSMUSG00000026269","Rnpepl1"
"ENSMUSG00000100632","ENSMUSG00000100632","9430060I03Rik"
"ENSMUSG00000026270","ENSMUSG00000026270","Capn10"
"ENSMUSG00000026271","ENSMUSG00000026271","Gpr35"
"ENSMUSG00000045091","ENSMUSG00000045091","Aqp12"
"ENSMUSG00000014602","ENSMUSG00000014602","Kif1a"
"ENSMUSG00000101378","ENSMUSG00000101378","Gm28086"
"ENSMUSG00000026272","ENSMUSG00000026272","Agxt"
"ENSMUSG00000034159","ENSMUSG00000034159","2310007B03Rik"
"ENSMUSG00000084989","ENSMUSG00000084989","Crocc2"
"ENSMUSG00000047793","ENSMUSG00000047793","Sned1"
"ENSMUSG00000026273","ENSMUSG00000026273","Mterf4"
"ENSMUSG00000101172","ENSMUSG00000101172","Gm28535"
"ENSMUSG00000026274","ENSMUSG00000026274","Pask"
"ENSMUSG00000026275","ENSMUSG00000026275","Ppp1r7"
"ENSMUSG00000034107","ENSMUSG00000034107","Ano7"
"ENSMUSG00000034088","ENSMUSG00000034088","Hdlbp"
"ENSMUSG00000026276","ENSMUSG00000026276","Sept2"
"ENSMUSG00000112508","ENSMUSG00000112508","Sept2"
"ENSMUSG00000034066","ENSMUSG00000034066","Farp2"
"ENSMUSG00000026277","ENSMUSG00000026277","Stk25"
"ENSMUSG00000100927","ENSMUSG00000100927","Gm28536"
"ENSMUSG00000026278","ENSMUSG00000026278","Bok"
"ENSMUSG00000026279","ENSMUSG00000026279","Thap4"
"ENSMUSG00000101952","ENSMUSG00000101952","Gm10550"
"ENSMUSG00000026280","ENSMUSG00000026280","Atg4b"
"ENSMUSG00000026281","ENSMUSG00000026281","Dtymk"
"ENSMUSG00000026283","ENSMUSG00000026283","Ing5"
"ENSMUSG00000073609","ENSMUSG00000073609","D2hgdh"
"ENSMUSG00000094651","ENSMUSG00000094651","Gal3st2"
"ENSMUSG00000093805","ENSMUSG00000093805","Gm9994"
"ENSMUSG00000073608","ENSMUSG00000073608","Gm6086"
"ENSMUSG00000034000","ENSMUSG00000034000","Neu4"
"ENSMUSG00000026285","ENSMUSG00000026285","Pdcd1"
"ENSMUSG00000100518","ENSMUSG00000100518","4930440C22Rik"
"ENSMUSG00000051185","ENSMUSG00000051185","Fam174a"
"ENSMUSG00000040710","ENSMUSG00000040710","St8sia4"
"ENSMUSG00000100777","ENSMUSG00000100777","4930598F16Rik"
"ENSMUSG00000100062","ENSMUSG00000100062","1700063A18Rik"
"ENSMUSG00000100336","ENSMUSG00000100336","Gm29601"
"ENSMUSG00000100589","ENSMUSG00000100589","4930533P14Rik"
"ENSMUSG00000040693","ENSMUSG00000040693","Slco4c1"
"ENSMUSG00000097814","ENSMUSG00000097814","Panct2"
"ENSMUSG00000100454","ENSMUSG00000100454","Gm28901"
"ENSMUSG00000026331","ENSMUSG00000026331","Slco6c1"
"ENSMUSG00000044768","ENSMUSG00000044768","D1Ertd622e"
"ENSMUSG00000040648","ENSMUSG00000040648","Ppip5k2"
"ENSMUSG00000026333","ENSMUSG00000026333","Gin1"
"ENSMUSG00000026335","ENSMUSG00000026335","Pam"
"ENSMUSG00000100182","ENSMUSG00000100182","1810006J02Rik"
"ENSMUSG00000100711","ENSMUSG00000100711","Gm29461"
"ENSMUSG00000026336","ENSMUSG00000026336","Slco6d1"
"ENSMUSG00000100009","ENSMUSG00000100009","Gm7967"
"ENSMUSG00000067028","ENSMUSG00000067028","Cntnap5b"
"ENSMUSG00000100684","ENSMUSG00000100684","Gm20268"
"ENSMUSG00000099375","ENSMUSG00000099375","Gm28187"
"ENSMUSG00000050840","ENSMUSG00000050840","Cdh20"
"ENSMUSG00000089866","ENSMUSG00000089866","Gm15699"
"ENSMUSG00000099669","ENSMUSG00000099669","Gm29012"
"ENSMUSG00000047496","ENSMUSG00000047496","Rnf152"
"ENSMUSG00000097482","ENSMUSG00000097482","Gm17634"
"ENSMUSG00000056536","ENSMUSG00000056536","Pign"
"ENSMUSG00000026319","ENSMUSG00000026319","2310035C23Rik"
"ENSMUSG00000026321","ENSMUSG00000026321","Tnfrsf11a"
"ENSMUSG00000099843","ENSMUSG00000099843","Gm7160"
"ENSMUSG00000038866","ENSMUSG00000038866","Zcchc2"
"ENSMUSG00000101583","ENSMUSG00000101583","Gm20753"
"ENSMUSG00000044340","ENSMUSG00000044340","Phlpp1"
"ENSMUSG00000100247","ENSMUSG00000100247","A530053M12Rik"
"ENSMUSG00000057329","ENSMUSG00000057329","Bcl2"
"ENSMUSG00000054006","ENSMUSG00000054006","D630008O14Rik"
"ENSMUSG00000009905","ENSMUSG00000009905","Kdsr"
"ENSMUSG00000009907","ENSMUSG00000009907","Vps4b"
"ENSMUSG00000067006","ENSMUSG00000067006","Serpinb5"
